t,action_id,action_name
140,2,RIGHT
141,1,LEFT
142,2,RIGHT
143,1,LEFT
144,2,RIGHT
145,1,LEFT
146,2,RIGHT
147,1,LEFT
148,2,RIGHT
149,1,LEFT
150,2,RIGHT
151,1,LEFT
152,2,RIGHT
153,1,LEFT
154,2,RIGHT
155,1,LEFT
156,2,RIGHT
157,1,LEFT
158,2,RIGHT
159,1,LEFT
160,2,RIGHT
161,1,LEFT
162,2,RIGHT
163,1,LEFT
164,2,RIGHT
165,1,LEFT
166,2,RIGHT
167,1,LEFT
168,2,RIGHT
169,1,LEFT
170,2,RIGHT
171,1,LEFT
172,2,RIGHT
173,1,LEFT
174,2,RIGHT
175,1,LEFT
176,2,RIGHT
177,1,LEFT
178,2,RIGHT
179,1,LEFT
180,2,RIGHT
181,1,LEFT
182,2,RIGHT
183,1,LEFT
184,2,RIGHT
185,1,LEFT
186,2,RIGHT
187,1,LEFT
188,2,RIGHT
189,1,LEFT
190,2,RIGHT
191,1,LEFT
192,2,RIGHT
193,1,LEFT
194,2,RIGHT
195,1,LEFT
196,2,RIGHT
197,1,LEFT
198,2,RIGHT
199,1,LEFT
200,2,RIGHT
201,1,LEFT
202,2,RIGHT
203,1,LEFT
204,2,RIGHT
205,1,LEFT
206,2,RIGHT
207,1,LEFT
208,2,RIGHT
209,1,LEFT
210,2,RIGHT
211,1,LEFT
212,2,RIGHT
213,1,LEFT
214,2,RIGHT
215,1,LEFT
216,2,RIGHT
217,1,LEFT
218,2,RIGHT
219,1,LEFT
220,2,RIGHT
221,1,LEFT
222,2,RIGHT
223,1,LEFT
224,2,RIGHT
225,1,LEFT
226,2,RIGHT
227,1,LEFT
228,2,RIGHT
229,1,LEFT
230,2,RIGHT
231,1,LEFT
232,2,RIGHT
233,1,LEFT
234,2,RIGHT
235,1,LEFT
236,2,RIGHT
237,1,LEFT
238,2,RIGHT
239,1,LEFT
240,2,RIGHT
241,1,LEFT
242,2,RIGHT
243,1,LEFT
244,2,RIGHT
245,1,LEFT
246,2,RIGHT
247,1,LEFT
248,2,RIGHT
249,1,LEFT
250,2,RIGHT
251,1,LEFT
252,2,RIGHT
253,1,LEFT
254,2,RIGHT
255,1,LEFT
256,2,RIGHT
257,1,LEFT
258,2,RIGHT
259,1,LEFT
260,2,RIGHT
261,1,LEFT
262,2,RIGHT
263,1,LEFT
264,2,RIGHT
265,1,LEFT
266,2,RIGHT
267,1,LEFT
268,2,RIGHT
269,1,LEFT
270,2,RIGHT
271,1,LEFT
272,2,RIGHT
273,1,LEFT
274,2,RIGHT
275,1,LEFT
276,2,RIGHT
277,1,LEFT
278,2,RIGHT
279,1,LEFT
280,2,RIGHT
281,1,LEFT
282,2,RIGHT
283,1,LEFT
284,2,RIGHT
285,1,LEFT
286,2,RIGHT
287,1,LEFT
288,2,RIGHT
289,1,LEFT
290,2,RIGHT
291,1,LEFT
292,2,RIGHT
293,1,LEFT
294,2,RIGHT
295,1,LEFT
296,2,RIGHT
297,1,LEFT
298,2,RIGHT
299,1,LEFT
300,2,RIGHT
301,1,LEFT
302,2,RIGHT
303,1,LEFT
304,2,RIGHT
305,1,LEFT
306,2,RIGHT
307,1,LEFT
308,2,RIGHT
309,1,LEFT
310,2,RIGHT
311,1,LEFT
312,2,RIGHT
313,1,LEFT
314,2,RIGHT
315,1,LEFT
316,2,RIGHT
317,1,LEFT
318,2,RIGHT
319,1,LEFT
320,2,RIGHT
321,1,LEFT
322,2,RIGHT
323,1,LEFT
324,2,RIGHT
325,1,LEFT
326,2,RIGHT
327,1,LEFT
328,2,RIGHT
329,1,LEFT
330,2,RIGHT
331,1,LEFT
332,2,RIGHT
333,1,LEFT
334,2,RIGHT
335,1,LEFT
336,2,RIGHT
337,1,LEFT
338,2,RIGHT
339,1,LEFT
340,2,RIGHT
341,1,LEFT
342,2,RIGHT
343,1,LEFT
344,2,RIGHT
345,1,LEFT
346,2,RIGHT
347,1,LEFT
348,2,RIGHT
349,1,LEFT
350,2,RIGHT
351,1,LEFT
352,2,RIGHT
353,1,LEFT
354,2,RIGHT
355,1,LEFT
356,2,RIGHT
357,1,LEFT
358,2,RIGHT
359,1,LEFT
360,2,RIGHT
361,1,LEFT
362,2,RIGHT
363,1,LEFT
364,2,RIGHT
365,1,LEFT
366,2,RIGHT
367,1,LEFT
368,2,RIGHT
369,1,LEFT
370,2,RIGHT
371,1,LEFT
372,2,RIGHT
373,1,LEFT
374,2,RIGHT
375,1,LEFT
376,2,RIGHT
377,1,LEFT
378,2,RIGHT
379,1,LEFT
380,2,RIGHT
381,1,LEFT
382,2,RIGHT
383,1,LEFT
384,2,RIGHT
385,1,LEFT
386,2,RIGHT
387,1,LEFT
388,2,RIGHT
389,1,LEFT
390,2,RIGHT
391,1,LEFT
392,2,RIGHT
393,1,LEFT
394,2,RIGHT
395,1,LEFT
396,2,RIGHT
397,1,LEFT
398,2,RIGHT
399,1,LEFT
400,2,RIGHT
401,1,LEFT
402,2,RIGHT
403,1,LEFT
404,2,RIGHT
405,1,LEFT
406,2,RIGHT
407,1,LEFT
408,2,RIGHT
409,1,LEFT
410,2,RIGHT
411,1,LEFT
412,2,RIGHT
413,1,LEFT
414,2,RIGHT
415,1,LEFT
416,2,RIGHT
417,1,LEFT
418,2,RIGHT
419,1,LEFT
420,2,RIGHT
421,1,LEFT
422,2,RIGHT
423,1,LEFT
424,2,RIGHT
425,1,LEFT
426,2,RIGHT
427,1,LEFT
428,2,RIGHT
429,1,LEFT
430,2,RIGHT
431,1,LEFT
432,2,RIGHT
433,1,LEFT
434,2,RIGHT
435,1,LEFT
436,2,RIGHT
437,1,LEFT
438,2,RIGHT
439,1,LEFT
440,2,RIGHT
441,1,LEFT
442,2,RIGHT
443,1,LEFT
444,2,RIGHT
445,1,LEFT
446,2,RIGHT
447,1,LEFT
448,2,RIGHT
449,1,LEFT
450,2,RIGHT
451,1,LEFT
452,2,RIGHT
453,1,LEFT
454,2,RIGHT
455,1,LEFT
456,2,RIGHT
457,1,LEFT
458,2,RIGHT
459,1,LEFT
460,2,RIGHT
461,1,LEFT
462,2,RIGHT
463,1,LEFT
464,2,RIGHT
465,1,LEFT
466,2,RIGHT
467,1,LEFT
468,2,RIGHT
469,1,LEFT
470,2,RIGHT
471,1,LEFT
472,2,RIGHT
473,1,LEFT
474,2,RIGHT
475,1,LEFT
476,2,RIGHT
477,1,LEFT
478,2,RIGHT
479,1,LEFT
480,2,RIGHT
481,1,LEFT
482,2,RIGHT
483,1,LEFT
484,2,RIGHT
485,1,LEFT
486,2,RIGHT
487,1,LEFT
488,2,RIGHT
489,1,LEFT
490,2,RIGHT
491,1,LEFT
492,2,RIGHT
493,1,LEFT
494,2,RIGHT
495,1,LEFT
496,2,RIGHT
497,1,LEFT
498,2,RIGHT
499,1,LEFT
500,2,RIGHT
501,1,LEFT
502,2,RIGHT
503,1,LEFT
504,2,RIGHT
505,1,LEFT
506,2,RIGHT
507,1,LEFT
508,2,RIGHT
509,1,LEFT
510,2,RIGHT
511,1,LEFT
512,2,RIGHT
513,1,LEFT
514,2,RIGHT
515,1,LEFT
516,2,RIGHT
517,1,LEFT
518,2,RIGHT
519,1,LEFT
520,2,RIGHT
521,1,LEFT
522,2,RIGHT
523,1,LEFT
524,2,RIGHT
525,1,LEFT
526,2,RIGHT
527,1,LEFT
528,2,RIGHT
529,1,LEFT
530,2,RIGHT
531,1,LEFT
532,2,RIGHT
533,1,LEFT
534,2,RIGHT
535,1,LEFT
536,2,RIGHT
537,1,LEFT
538,2,RIGHT
539,1,LEFT
540,2,RIGHT
541,1,LEFT
542,2,RIGHT
543,1,LEFT
544,2,RIGHT
545,1,LEFT
546,2,RIGHT
547,1,LEFT
548,2,RIGHT
549,1,LEFT
550,2,RIGHT
551,1,LEFT
552,2,RIGHT
553,1,LEFT
554,2,RIGHT
555,1,LEFT
556,2,RIGHT
557,1,LEFT
558,2,RIGHT
559,1,LEFT
560,2,RIGHT
561,1,LEFT
562,2,RIGHT
563,1,LEFT
564,2,RIGHT
565,1,LEFT
566,2,RIGHT
567,1,LEFT
568,2,RIGHT
569,1,LEFT
570,2,RIGHT
571,1,LEFT
572,2,RIGHT
573,1,LEFT
574,2,RIGHT
575,1,LEFT
576,2,RIGHT
577,1,LEFT
578,2,RIGHT
579,1,LEFT
580,2,RIGHT
581,1,LEFT
582,2,RIGHT
583,1,LEFT
584,2,RIGHT
585,1,LEFT
586,2,RIGHT
587,1,LEFT
588,2,RIGHT
589,1,LEFT
590,2,RIGHT
591,1,LEFT
592,2,RIGHT
593,1,LEFT
594,2,RIGHT
595,1,LEFT
596,2,RIGHT
597,1,LEFT
598,2,RIGHT
599,1,LEFT
600,2,RIGHT
601,1,LEFT
602,2,RIGHT
603,1,LEFT
604,2,RIGHT
605,1,LEFT
606,2,RIGHT
607,1,LEFT
608,2,RIGHT
609,1,LEFT
610,2,RIGHT
611,1,LEFT
612,2,RIGHT
613,1,LEFT
614,2,RIGHT
615,1,LEFT
616,2,RIGHT
617,1,LEFT
618,2,RIGHT
619,1,LEFT
620,2,RIGHT
621,1,LEFT
622,2,RIGHT
623,1,LEFT
624,2,RIGHT
625,1,LEFT
626,2,RIGHT
627,1,LEFT
628,2,RIGHT
629,1,LEFT
630,2,RIGHT
631,1,LEFT
632,2,RIGHT
633,1,LEFT
634,2,RIGHT
635,1,LEFT
636,2,RIGHT
637,1,LEFT
638,2,RIGHT
639,1,LEFT
640,2,RIGHT
641,1,LEFT
642,2,RIGHT
643,1,LEFT
644,2,RIGHT
645,1,LEFT
646,2,RIGHT
647,1,LEFT
648,2,RIGHT
649,1,LEFT
650,2,RIGHT
651,1,LEFT
652,2,RIGHT
653,1,LEFT
654,2,RIGHT
655,1,LEFT
656,2,RIGHT
657,1,LEFT
658,2,RIGHT
659,1,LEFT
660,2,RIGHT
661,1,LEFT
662,2,RIGHT
663,1,LEFT
664,2,RIGHT
